raw_intervention_name,normalized_name,nct_ids,clinicaltrials_intervention_type,previous_drug_type,new_pipeline_scope,scope_reason,scope_method,scope_confidence,dashboard_eligible,manual_review_required
REMINDER,reminder,NCT05296980,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Brain health Psychoeducation,brain health psychoeducation,NCT05296980,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
PF-05212377 (SAM-760),pf 05212377 sam 760,NCT01712074,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
PF-06751979 single ascending dose,pf 06751979 single ascending dose,NCT02509117,DRUG,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Placebo single dose,placebo single dose,NCT02509117; NCT02793232,DRUG,placebo_or_sham,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,False
PF-06751979 multiple ascending dose,pf 06751979 multiple ascending dose,NCT02509117; NCT02793232,DRUG,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Placebo multiple dose,placebo multiple dose,NCT02509117,DRUG,placebo_or_sham,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,False
PF-06751979 multiple dose,pf 06751979 multiple dose,NCT02509117; NCT02793232,DRUG,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
MIND Diet,mind diet,NCT02817074,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Mild Weight Loss,mild weight loss,NCT02817074,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
t-VNS transcutaneous auricular vagus nerve stimulator,t vns transcutaneous auricular vagus nerve stimulator,NCT06880510,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
Recording of smartphone usage data,recording of smartphone usage data,NCT05709210,OTHER,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Exosomes derived from umbilical cord mesenchymal stem cell for intranasal drop,exosomes derived from umbilical cord mesenchymal stem cell for intranasal drop,NCT07457125,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
A placebo of exosomes derived from umbilical cord mesenchymal stem cell for intranasal drop,a placebo of exosomes derived from umbilical cord mesenchymal stem cell for intranasal drop,NCT07457125,DRUG,placebo_or_sham,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,False
Cognitive Behavioural Therapy,cognitive behavioural therapy,NCT02013518,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Nutritional Supplement,nutritional supplement,NCT00013923,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Timed Planned Activity,timed planned activity,NCT01920672,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Home Safety and Education Program,home safety and education program,NCT01920672,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
extended release metformin,extended release metformin,NCT04098666,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Placebo: Phosphate buffered saline,placebo phosphate buffered saline,NCT00479557,DRUG,placebo_or_sham,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,False
Music therapy based on piano learning,music therapy based on piano learning,NCT06378372,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Yogic Breathing,yogic breathing,NCT02108769,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
The Residential Care Transition Module,the residential care transition module,NCT02915939,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
profile of CSF biomarkers of AD,profile of csf biomarkers of ad,NCT02861846,BIOLOGICAL,investigational_therapeutic_unverified,Exclude,"generic diagnostic/biomarker test description (e.g. Blood Test, CSF Biomarkers) — never a canonical drug name",rule_keyword,high,False,False
Procedure for patients,procedure for patients,NCT06385951,DIAGNOSTIC_TEST,uncertain,Diagnostic Agent,intervention type is DIAGNOSTIC_TEST,rule_type,medium,False,True
Procedure for healthy controls,procedure for healthy controls,NCT06385951,DIAGNOSTIC_TEST,uncertain,Diagnostic Agent,intervention type is DIAGNOSTIC_TEST,rule_type,medium,False,True
NSC001,nsc001,NCT06995573,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Phonological,phonological,NCT02675270,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Orthographic,orthographic,NCT02675270,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Semantic,semantic,NCT02675270,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Lexical,lexical,NCT02675270,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Untrained,untrained,NCT02675270,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
AZD0328,azd0328,NCT00687141,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Mifepristone,mifepristone,NCT00105105,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Mindfulness Based Health Care (MBHC) Program,mindfulness based health care mbhc program,NCT03858283,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Zagotenemab,zagotenemab,NCT03518073,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Spatial navigation task with eye-tracking.,spatial navigation task with eye tracking,NCT06213766,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
DAOIB,daoib,NCT02103673; NCT05006781,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Care Coordination,care coordination,NCT00627029,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Untire mobile app,untire mobile app,NCT05891431,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
"7-day exposure therapy via self-developed app according to (Haberkamp et al., submitted)",7 day exposure therapy via self developed app according to haberkamp et al submitted,NCT04423783,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
"Therapist-guided one-session online exposure therapy according to (Öst, 1989)",therapist guided one session online exposure therapy according to st 1989,NCT04423783,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Yband (YDT-201N),yband ydt 201n,NCT02227953,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
sham-Yband (YDT-201N),sham yband ydt 201n,NCT02227953,DEVICE,placebo_or_sham,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,False
Personalized care network,personalized care network,NCT03666624,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Ultrasonic Debris Clearance,ultrasonic debris clearance,NCT07573982,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
COR388,cor388,NCT03418688,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
VP4896,vp4896,NCT00231946,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
TEP,tep,NCT03417986,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Jawbone Up,jawbone up,NCT02878486,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
Physical Activity Education,physical activity education,NCT02878486,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
ActivPAL,activpal,NCT02878486,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
LUMEEN Virtual Reality sessions,lumeen virtual reality sessions,NCT04769024,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
Control/non-digital stimulation sessions,control non digital stimulation sessions,NCT04769024,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Intermittent Theta-Burst Transcranial Magnetic Stimulation,intermittent theta burst transcranial magnetic stimulation,NCT06669182,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
esTOCma: an app to fight stigma associated with OCD,estocma an app to fight stigma associated with ocd,NCT06616350,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
dimethyl fumarate,dimethyl fumarate,NCT06850597,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
PQ912 oral,pq912 oral,NCT02389413,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Blood Draws,blood draws,NCT03371420; NCT06424652,OTHER,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Multisensory Environment-Based Occupational Therapy,multisensory environment based occupational therapy,NCT07279103,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Occupational therapy,occupational therapy,NCT07279103,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Filgrastim (75mcg/0.3ml),filgrastim 75mcg 0 3ml,NCT03656042,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
"Neuro-imaging, Lumbar puncture",neuro imaging lumbar puncture,NCT03901261,PROCEDURE,procedure,Non-Drug Intervention,clinical procedure or imaging exam,rule_type,high,False,False
true acupuncture,true acupuncture,NCT02759159,PROCEDURE,procedure,Non-Drug Intervention,clinical procedure or imaging exam,rule_type,high,False,False
sham acupuncture,sham acupuncture,NCT02759159,PROCEDURE,placebo_or_sham,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,False
SSR180711C,ssr180711c,NCT00602680,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
STELLA (Support via TEchnology: Living and Learning with Advancing Alzheimer's disease and related dementias),stella support via technology living and learning with advancing alzheimer s disease and related dementias,NCT04335110,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
S-equol and Placebo,s equol and placebo,NCT03101085,DRUG,placebo_or_sham,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,False
Placebo and S-equol,placebo and s equol,NCT03101085,DRUG,placebo_or_sham,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,False
serious games use,serious games use,NCT03208491,OTHER,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
ptau217,ptau217,NCT07666113,DIAGNOSTIC_TEST,investigational_therapeutic_unverified,Diagnostic Agent,intervention type is DIAGNOSTIC_TEST,rule_type,medium,False,True
Sleep deprivation,sleep deprivation,NCT01194713,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
J147,j147,NCT03838185,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Beta amyloid imaging,beta amyloid imaging,NCT02309723,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
Recombinant Human Serum Albumin,recombinant human serum albumin,NCT06489015,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Pia-App,pia app,NCT06283225,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
Recovery Record adaptive smartphone application,recovery record adaptive smartphone application,NCT02503098,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Recovery Record standard smartphone application,recovery record standard smartphone application,NCT02503098,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
"tetanus toxoid, reduced diphtheria toxoid and acellular pertussis vaccine",tetanus toxoid reduced diphtheria toxoid and acellular pertussis vaccine,NCT05183516,BIOLOGICAL,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Coaching Group,coaching group,NCT06249204,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
atomoxetine hydrochloride,atomoxetine hydrochloride,NCT00191009,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Pimavanserin 34 mg,pimavanserin 34 mg,NCT02992132; NCT03325556,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Pimavanserin 20 mg,pimavanserin 20 mg,NCT02992132; NCT03325556,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Mobilan (M-VM3),mobilan m vm3,NCT02844699,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Social Dancing,social dancing,NCT03475316,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Treadmill Walking,treadmill walking,NCT03475316,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
H2 gas inhalation,h2 gas inhalation,NCT05891938,OTHER,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Coconut Oil Beverage,coconut oil beverage,NCT01883648,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Placebo Beverage,placebo beverage,NCT01883648,OTHER,placebo_or_sham,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,False
Belly-focus meditation,belly focus meditation,NCT06210035,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Belly-focus meditation with slow breathing,belly focus meditation with slow breathing,NCT06210035,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Exelon,exelon,NCT00018278,DRUG,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Nicoderm Patch,nicoderm patch,NCT00018278,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Brain Blossom - Gamified Differential Outcome Training,brain blossom gamified differential outcome training,NCT06399978,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Gamified Non-Differential Outcome Training,gamified non differential outcome training,NCT06399978,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Approximately 100 million cells allogeneic hMSC,approximately 100 million cells allogeneic hmsc,NCT04040348,BIOLOGICAL,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Psychosocial caregiver intervention,psychosocial caregiver intervention,NCT03100617,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
123-I MNI-187 Injection and Imaging Procedures,123 i mni 187 injection and imaging procedures,NCT00456417,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
MindMate + Health Coaching,mindmate health coaching,NCT04559789,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Health Education,health education,NCT04559789,OTHER,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Baricitinib 4 MG,baricitinib 4 mg,NCT05858515,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Cognitive Behavioral Therapy Group,cognitive behavioral therapy group,NCT01762618,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Psychological Counseling Program,psychological counseling program,NCT06755476,OTHER,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Delta-THC,delta thc,NCT01302340,DRUG,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
AAV2-BDNF Gene Therapy,aav2 bdnf gene therapy,NCT05040217,GENETIC,uncertain,Therapeutic Drug,name indicates an actual gene-therapy product (vector/AAV/gene-therapy wording),rule_keyword,medium,True,True
AAV2-BDNF Gene Therapy,aav2 bdnf gene therapy,NCT05040217,BIOLOGICAL,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Kit Buccal swab collection & stabilization de Canvax®,kit buccal swab collection stabilization de canvax,NCT06275243,DIAGNOSTIC_TEST,uncertain,Diagnostic Agent,intervention type is DIAGNOSTIC_TEST,rule_type,medium,False,True
Cholesterol levels according to ApoE Genotype,cholesterol levels according to apoe genotype,NCT06275243,OTHER,uncertain,Exclude,"generic diagnostic/biomarker test description (e.g. Blood Test, CSF Biomarkers) — never a canonical drug name",rule_keyword,high,False,False
Assessing cardiovascular risk factors in all participants,assessing cardiovascular risk factors in all participants,NCT06275243,OTHER,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Virtual reality training,virtual reality training,NCT06575218,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
Conventional exercise and cognitive exercise,conventional exercise and cognitive exercise,NCT06575218,OTHER,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Instructions about Overestimates,instructions about overestimates,NCT02271685,OTHER,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Instructions about Parkinson's,instructions about parkinson s,NCT02271685,OTHER,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Instructions about Underestimates,instructions about underestimates,NCT02271685,OTHER,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Instructions about Alzheimers,instructions about alzheimers,NCT02271685,OTHER,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Active Transcranial direct current stimulation (STARStim 8),active transcranial direct current stimulation starstim 8,NCT05270408,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
Sham Transcranial direct current stimulation (STARStim 8),sham transcranial direct current stimulation starstim 8,NCT05270408,DEVICE,placebo_or_sham,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,False
Low-intensity transcranial ultrasound stimulation,low intensity transcranial ultrasound stimulation,NCT07298876,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
Sham low-intensity transcranial ultrasound stimulation,sham low intensity transcranial ultrasound stimulation,NCT07298876,DEVICE,placebo_or_sham,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,False
Training in positivity,training in positivity,NCT05292560,OTHER,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Morus nigra concentrate,morus nigra concentrate,NCT05406648,OTHER,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
PLIÉ (Preventing Loss of Independence through Exercise),pli preventing loss of independence through exercise,NCT01371214,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
EX039,ex039,NCT05413655,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Diesel Exhaust Particles,diesel exhaust particles,NCT07237958,OTHER,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Filtered air,filtered air,NCT07237958,OTHER,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Low/High/Placebo Dose Keppra (Levetiracetam),low high placebo dose keppra levetiracetam,NCT01554683,DRUG,placebo_or_sham,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,False
STAR-C-VTF,star c vtf,NCT04271046,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
repetitive Transcranial Magnetic Stimulation (rTMS),repetitive transcranial magnetic stimulation rtms,NCT01481961,PROCEDURE,procedure,Non-Drug Intervention,clinical procedure or imaging exam,rule_type,high,False,False
Information- and self-management app,information and self management app,NCT07603973,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
Passive Digital Marker for screening for ADRD,passive digital marker for screening for adrd,NCT05231954; NCT06224205,OTHER,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
LOCK sleep intervention,lock sleep intervention,NCT04533815,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
sunlight therapy,sunlight therapy,NCT07386808,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Albutein 5%,albutein 5,NCT00742417,BIOLOGICAL,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
A 12-week health promotion course,a 12 week health promotion course,NCT03741543,OTHER,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Remote-based Resistance Exercise Training,remote based resistance exercise training,NCT05004558,OTHER,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Web-based Cognitive Training (with strategy),web based cognitive training with strategy,NCT06995638,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Web-based Cognitive Training (without strategy),web based cognitive training without strategy,NCT06995638,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Flutemetamol F18 Injection,flutemetamol f18 injection,NCT03174938,DIAGNOSTIC_TEST,diagnostic_or_imaging_agent,Diagnostic Agent,matches a curated diagnostic/imaging tracer name,rule_classification,high,False,False
[18F]-RO6958948,18f ro6958948,NCT03174938,DIAGNOSTIC_TEST,diagnostic_or_imaging_agent,Diagnostic Agent,matches a curated diagnostic/imaging tracer name,rule_classification,high,False,False
"Elecsys (Roche) Abeta42, Ttau and Ptau",elecsys roche abeta42 ttau and ptau,NCT03174938,DIAGNOSTIC_TEST,uncertain,Diagnostic Agent,intervention type is DIAGNOSTIC_TEST,rule_type,medium,False,True
"Lumipulse (Fujirebio) Abeta42, Ttau and Ptau",lumipulse fujirebio abeta42 ttau and ptau,NCT03174938,DIAGNOSTIC_TEST,uncertain,Diagnostic Agent,intervention type is DIAGNOSTIC_TEST,rule_type,medium,False,True
Cognitive tests,cognitive tests,NCT02844855; NCT06105047,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
[F-18]PBR06,f 18 pbr06,NCT02649985,DRUG,uncertain,Diagnostic Agent,isotope-labeled tracer name (18F/11C-style notation) combined with diagnostic study context (ClinicalTrials.gov Primary Purpose: DIAGNOSTIC and/or explicit PET/SPECT/radioligand/imaging wording in the trial's title or brief summary),rule_keyword,high,False,False
[C-11]PBR28,c 11 pbr28,NCT02649985,DRUG,investigational_therapeutic_unverified,Diagnostic Agent,isotope-labeled tracer name (18F/11C-style notation) combined with diagnostic study context (ClinicalTrials.gov Primary Purpose: DIAGNOSTIC and/or explicit PET/SPECT/radioligand/imaging wording in the trial's title or brief summary),rule_keyword,high,False,False
Acceptability and Feasibility of Twistle messaging for PDM+ patients,acceptability and feasibility of twistle messaging for pdm patients,NCT07016178,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
immersive virtual reality,immersive virtual reality,NCT06960915,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
classic reminiscence workshops,classic reminiscence workshops,NCT06960915,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
Spinal anesthesia group: bupivacaine 10-15mg,spinal anesthesia group bupivacaine 10 15mg,NCT01903421,DRUG,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
"General anesthesia group: induction propofol 1.5-2mg/kg and fentanyl 1-3g/kg, maintained with isoflurane or sevoflurane",general anesthesia group induction propofol 1 5 2mg kg and fentanyl 1 3g kg maintained with isoflurane or sevoflurane,NCT01903421,DRUG,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Blood test,blood test,NCT01903421,GENETIC,uncertain,Exclude,"generic diagnostic/biomarker test description (e.g. Blood Test, CSF Biomarkers) — never a canonical drug name",rule_keyword,high,False,False
Lumbar spinal tap,lumbar spinal tap,NCT01903421,OTHER,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Montreal Cognitive Assessment (MOCA) and MMSE,montreal cognitive assessment moca and mmse,NCT01903421,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
BrainPalTM,brainpaltm,NCT01661894,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
