nct_id,title,phase_clean,drug_type,target,status_clean,is_aribio,developed_drug,developed_drug_normalized,drug_classification,classification_reason,official_pipeline_match,official_source_url,verification_status,classification_confidence,needs_manual_review,pipeline_scope,scope_reason,scope_method,scope_confidence,manual_review_required,diagnostic_subtype
NCT00895895,Study Comparing 3 Dosage Levels Of SAM-531 In Outpatients With Mild To Moderate Alzheimer Disease,Phase 2,Small Molecule,Symptomatic,Discontinued,False,SAM-531,sam 531,investigational_therapeutic_unverified,sole investigational candidate identified (SAM-531); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT02267057,Efficacy of Pain Treatment on Depression in Patients With Dementia,Phase 4,Small Molecule,Neuropsychiatric,Trial Completed,False,,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",False,,no_match,low,True,Needs Review,no therapeutic candidate; trial has unresolved/uncertain interventions,rule_classification,low,True,
NCT06023407,Feasibility of Improving Glycemia With Heat Therapy to Prevent AD,NA,Non-Drug/Behavioral,Other,Active,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT06448975,An Exploratory Study of Deep Cervical Lymphovenous Bypass (LVB) in Alzheimer's Disease,NA,Non-Drug/Behavioral,Other,Unknown,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT04838301,Allopregnanolone Regenerative Therapeutic for Mild Alzheimer's Disease,Phase 2,Small Molecule,Neuroprotection,Active,False,Allopregnanolone,allopregnanolone,investigational_therapeutic_unverified,sole investigational candidate identified (Allopregnanolone); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT01238991,"Long Term Extension Study Evaluating Safety, Tolerability And Immunogenicity Of ACC-001 In Japanese Subjects With Mild To Moderate Alzheimer's Disease",Phase 2,Biologic,Amyloid,Discontinued,False,ACC-001,acc 001,investigational_therapeutic_unverified,sole investigational candidate identified (ACC-001); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT04279418,Non-pharmacological Intervention for Preclinical Alzheimer's Disease,NA,Dietary Supplement,Other,Trial Completed,False,Mixed functional foods supplementation,mixed functional foods supplementation,investigational_therapeutic_unverified,sole investigational candidate identified (Mixed functional foods supplementation); not yet confirmed via official pipeline,False,,no_match,medium,True,Non-Drug Intervention,dietary supplement / nutraceutical — excluded from the default therapeutic view unless curated as a genuine investigational program (data/reference/intervention_scope_overrides.csv),rule_type,medium,False,
NCT05422339,Efficacy of Gamification in Enhancing User Engagement,NA,Device,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT00684281,"Early Diagnosis of Alzheimer's Disease: Clinical, Neuropsychological and Neuroimaging Follow-up of a Cohort of Patients With an Isolated Memory Impairment",NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT04672798,BRITEPath- Phase 2,NA,Non-Drug/Behavioral,Tau,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT06557863,Reducing Burden in Care Partners of Community-Dwelling Persons With Dementia and Oropharyngeal Dysphagia,NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT03324711,"Psychometric Validation of the ""Antillanisée"" Version of the Mini Mental State Examination (MMSEa)",NA,Non-Drug/Behavioral,Other,Discontinued,False,"""Antillanisée"" Mini Mental State Examination (MMSEa)",antillanis e mini mental state examination mmsea,investigational_therapeutic_unverified,"sole investigational candidate identified (""Antillanisée"" Mini Mental State Examination (MMSEa)); not yet confirmed via official pipeline",False,,no_match,medium,True,Diagnostic Agent,intervention type is DIAGNOSTIC_TEST,rule_type,medium,True,
NCT01099332,Trial of Novel Oral Zinc Cysteine Preparation in Alzheimer's Disease,Phase 1/Phase 2,Non-Drug/Behavioral,Other,Unknown,False,,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",False,,no_match,low,True,Needs Review,no therapeutic candidate; trial has unresolved/uncertain interventions,rule_classification,low,True,
NCT06992804,Near-Infrared Light Therapy Combined With Lecanemab for Mild Alzheimer's Disease,Early Phase 1,Biologic,Amyloid,Active,False,NirsCure with Lecanemab,nirscure with lecanemab,investigational_therapeutic_unverified,sole investigational candidate identified (NirsCure with Lecanemab); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT07658430,Deep Cervical Lymphovenous Anastomosis for Moderate Alzheimer's Disease,NA,Non-Drug/Behavioral,Other,Active,False,Routine Treatment,routine treatment,investigational_therapeutic_unverified,sole investigational candidate identified (Routine Treatment); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT06722352,Palliative Care Education in Assisted Living for Dementia Care Providers (PCEAL-DCP),NA,Non-Drug/Behavioral,Other,Active,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT04915092,Evaluation of the Efficacy of an App for Parents to Promote Healthy Life-styles in Children: the CoSIE Trial,NA,Device,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT04777409,A Research Study Investigating Semaglutide in People With Early Alzheimer's Disease (EVOKE Plus),Phase 3,Small Molecule,Metabolism,Trial Completed,False,Semaglutide,semaglutide,investigational_therapeutic_unverified,sole investigational candidate identified (Semaglutide); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT05784298,Acute Effect of Low-intensity Gamma rTMS on Cognitive and EEG Parameters in Adults With Mild Dementia by Alzheimer's Disease,NA,Device,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT04102514,A Dyadic Approach for a Remote Physical Activity Intervention in Adults With AD and Their Caregivers,NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT07620509,Usefulness of a Virtual Response Test as a Predictor of Functional and Cognitive Abilities in Older Adults With Different Degrees of Cognitive Impairment: a Pilot Study (ReactVR),NA,Non-Drug/Behavioral,Other,Trial Completed,False,Virtual reality reaction time test,virtual reality reaction time test,investigational_therapeutic_unverified,sole investigational candidate identified (Virtual reality reaction time test); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT06540833,A Study to Assess the Efficacy and Safety of ITI-1284 in the Treatment of Psychosis Associated With Alzheimer's Disease,Phase 2,Small Molecule,Neuropsychiatric,Active,False,ITI-1284,iti 1284,investigational_therapeutic_unverified,sole investigational candidate identified (ITI-1284); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT07579884,To Evaluate the Safety and Efficacy of RP902 Tablets,Phase 2,Small Molecule,Other,Active,False,RP902,rp902,investigational_therapeutic_unverified,sole investigational candidate identified (RP902); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT03455569,A Dyadic Sleep Intervention for Alzheimer's Disease Patients and Their Caregivers,NA,Non-Drug/Behavioral,Neuropsychiatric,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT00234637,Rivastigmine Monotherapy and Combination Therapy With Memantine in Patients With Moderately Severe Alzheimer's Disease Who Failed to Benefit From Previous Cholinesterase Inhibitor Treatment,Phase 4,Small Molecule,Symptomatic,Trial Completed,False,"Rivastigmine, memantine",rivastigmine memantine,investigational_therapeutic_unverified,"sole investigational candidate identified (Rivastigmine, memantine); not yet confirmed via official pipeline",False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT05543681,Clinical Trial on Agitation in Alzheimer's Dementia,Phase 2,Small Molecule,Neuropsychiatric,Active,False,IGC AD1,igc ad1,investigational_therapeutic_unverified,sole investigational candidate identified (IGC-AD1-Active); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT00939783,An Extension To The B1451027 Protocol To Evaluate The Long Term Safety And Tolerability Of Dimebon In Patients With Alzheimer's Disease,Phase 3,Small Molecule,Neuroprotection,Discontinued,False,Dimebon,dimebon,investigational_therapeutic_unverified,sole investigational candidate identified (Dimebon); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT02556502,18F-Florbetaben PET Amyloid Imaging in Case of Intermediate CSF Biology for the Diagnosis of Alzheimer's Disease : a Pilot Study,NA,Device,Amyloid,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT01428453,A Phase 2a Study to Evaluate the Effect of Rilapladib (SB-659032) in Alzheimer's Disease,Phase 2,Small Molecule,Other,Trial Completed,False,250mg rilapladib,250mg rilapladib,investigational_therapeutic_unverified,sole investigational candidate identified (250mg rilapladib); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT05309577,Self-Care for Dementia Caregivers,NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT04552795,Pilot Study to Investigate the Safety and Feasibility of AntiRetroviral Therapy for Alzheimer's Disease,Phase 1/Phase 2,Small Molecule,Other,Trial Completed,False,3TC,3tc,investigational_therapeutic_unverified,sole investigational candidate identified (3TC); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT00687141,"Study to Assess the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of AZD0328 in Elderly Healthy Subjects",Phase 1,Small Molecule,Other,Trial Completed,False,AZD0328,azd0328,investigational_therapeutic_unverified,sole investigational candidate identified (AZD0328); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT03226522,Addressing Dementia Via Agitation-Centered Evaluation,Phase 2/Phase 3,Small Molecule,Neuropsychiatric,Trial Completed,False,,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",False,,no_match,low,True,Needs Review,no therapeutic candidate; trial has unresolved/uncertain interventions,rule_classification,low,True,
NCT04404153,Neurostimulation for Cognitive Enhancement in Alzheimer's Disease,NA,Device,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT04280861,Multicomponent Intervention in Caregivers on Quality of Life of People With Dementia: a Clinical Trial,NA,Non-Drug/Behavioral,Other,Unknown,False,Multicomponent Intervention,multicomponent intervention,investigational_therapeutic_unverified,sole investigational candidate identified (Multicomponent Intervention); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT05151562,Music Therapy for Patients With Alzheimer's Disease,NA,Non-Drug/Behavioral,Other,Active,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT04058886,Telephone-delivered Mindfulness Intervention for African American Dementia Caregivers,NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT03724942,Brexpiprazole for the Long-term Treatment of Patients With Agitation Associated With Dementia of the Alzheimer's Type,Phase 3,Small Molecule,Neuropsychiatric,Trial Completed,False,Brexpiprazole,brexpiprazole,sponsor_developed_therapeutic,official pipeline record matched (Brexpiprazole) but source_url is blank — verify manually,True,,pipeline_record_match_without_source,medium,True,Therapeutic Drug,confirmed or unsourced official sponsor-pipeline match,rule_classification,medium,False,
NCT04191486,Efficacy and Safety of T-817MA in Patients With Mild Cognitive Impairment Due to Alzheimer's Disease (AD) or Mild AD,Phase 2,Small Molecule,Neuroprotection,Trial Completed,False,T-817MA,t 817ma,investigational_therapeutic_unverified,sole investigational candidate identified (T-817MA); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT04566770,A Clinical Trial of A COVID-19 Vaccine Named Recombinant Novel Coronavirus Vaccine (Adenovirus Type 5 Vector),Phase 2,Biologic,Other,Trial Completed,False,Recombinant Novel Coronavirus Vaccine (Adenovirus Type 5 Vector),recombinant novel coronavirus vaccine adenovirus type 5 vector,investigational_therapeutic_unverified,sole investigational candidate identified (Recombinant Novel Coronavirus Vaccine (Adenovirus Type 5 Vector)); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT02462161,Study of Nasal Insulin to Fight Forgetfulness - Short-Acting Insulin Aspart,Phase 1,Small Molecule,Metabolism,Trial Completed,False,Insulin aspart,insulin aspart,investigational_therapeutic_unverified,sole investigational candidate identified (Insulin aspart); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT00722046,Multiple IV Dose Study Of PF-04360365 In Patients With Mild To Moderate Alzheimer's Disease,Phase 2,Biologic,Amyloid,Trial Completed,False,PF-04360365,pf 04360365,investigational_therapeutic_unverified,sole investigational candidate identified (PF-04360365); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT03108846,Escitalopram for Agitation in Alzheimer's Disease,Phase 3,Small Molecule,Neuropsychiatric,Active,False,Escitalopram,escitalopram,investigational_therapeutic_unverified,sole investigational candidate identified (Escitalopram); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT05399888,A Study to Learn About the Safety of Diranersen (BIIB080) Injections and Whether They Can Improve Symptoms of Participants With Mild Cognitive Impairment Due to Alzheimer's Disease (AD) or Mild AD Dementia Between 50 to 80 Years of Age,Phase 2,Small Molecule,Tau,Active,False,Diranersen,diranersen,investigational_therapeutic_unverified,sole investigational candidate identified (Diranersen); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT00018382,"Insulin, Neurogenetics and Memory in Alzheimer's Disease",Phase 2,Small Molecule,Metabolism,Trial Completed,False,rosiglitazone,rosiglitazone,investigational_therapeutic_unverified,sole investigational candidate identified (rosiglitazone); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT06452407,Evaluating the Feasibility of elleFA App Implementation,NA,Non-Drug/Behavioral,Other,Active,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT04886063,Open Label Study of ATH-1017 for Treatment of Mild to Moderate Alzheimer's Disease,Phase 2/Phase 3,Small Molecule,Neuroprotection,Discontinued,False,ATH-1017,ath 1017,investigational_therapeutic_unverified,sole investigational candidate identified (ATH-1017); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT03534687,Exercise and the Receptor for Advanced Glycation End Products (RAGE),NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT05281744,Collaborative Care Coordination Program for Alzheimer's Disease and Related Dementias,NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT04686838,REmote Assessment and Dynamic Response Intervention II,NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT01284387,Amyloid Imaging And Safety Study Of ACC-001 In Subjects With Mild to Moderate Alzheimer's Disease,Phase 2,Biologic,Amyloid,Trial Completed,False,ACC-001,acc 001,investigational_therapeutic_unverified,sole investigational candidate identified (ACC-001 (vanutide cridificar)); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT02793232,"Clinical Trial In Healthy Volunteers And Health Elderly Volunteers To Evaluate The Safety, Tolerability And Blood Concentration After Single And Multiple Escalating Oral Doses Of PF-06751979.",Phase 1,Small Molecule,Other,Trial Completed,False,,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",False,,no_match,low,True,Needs Review,no therapeutic candidate; trial has unresolved/uncertain interventions,rule_classification,low,True,
NCT02972658,A Study of Lanabecestat (LY3314814) in Early Alzheimer's Disease Dementia,Phase 3,Small Molecule,Amyloid,Discontinued,False,Lanabecestat,lanabecestat,investigational_therapeutic_unverified,sole investigational candidate identified (Lanabecestat); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT00362284,Comprehensive Support for Alzheimer's Disease Caregivers,NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT05138848,Time-in-bed Restriction in Older Adults With Sleep Difficulties With and Without Risk for Alzheimer's Disease,Early Phase 1,Non-Drug/Behavioral,Neuropsychiatric,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT03024944,TAU PET Imaging in Northern Manhattan Study of Metabolism and Mind,Phase 2,Small Molecule,Tau,Discontinued,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT02986152,Cancer Distress Coach Mobile App Trial,NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT06435078,Developments of Novel Virtual Visual and Haptic Stimulation Systems for the Elderly,NA,Device,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT05988385,The Effects of Successful OSA Treatment on Memory and AD Biomarkers in Older Adults Study,NA,Device,Other,Active,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT01811381,Curcumin and Yoga Therapy for Those at Risk for Alzheimer's Disease,Phase 2,Small Molecule,Other,Unknown,False,Curcumin,curcumin,investigational_therapeutic_unverified,sole investigational candidate identified (Curcumin); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT01311492,Exercise Trial for Alzheimer's Disease,NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT05063045,Smart-Cloth Care System for Dementia,NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT06920212,Clinical Safety and Efficacy of Fecal Microbiota Transplantation (FMT) in the Treatment of Alzheimer's Disease,NA,Non-Drug/Behavioral,Other,Active,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT00880412,A Study to Determine the Clinical Safety/Tolerability and Exploratory Efficacy of EHT 0202 as Adjunctive Therapy to Acetylcholinesterase Inhibitor in Mild to Moderate Alzheimer's Disease,Phase 2,Small Molecule,Symptomatic,Trial Completed,False,EHT 0202 etazolate,eht 0202 etazolate,investigational_therapeutic_unverified,sole investigational candidate identified (EHT 0202 etazolate); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT01867775,Mirtazapine for Sleep Disorders in Alzheimer's Disease,Phase 3,Small Molecule,Neuropsychiatric,Unknown,False,Mirtazapine,mirtazapine,investigational_therapeutic_unverified,sole investigational candidate identified (Mirtazapine); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT06152211,"Music-Based Interventions, Aging, Alzheimer's Disease",NA,Non-Drug/Behavioral,Other,Unknown,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT02502253,BDPP Treatment for Mild Cognitive Impairment (MCI) and Prediabetes or Type 2 Diabetes Mellitus (T2DM),Phase 1,Small Molecule,Metabolism,Trial Completed,False,"grape seed polyphenolic extract, resveratrol",grape seed polyphenolic extract resveratrol,investigational_therapeutic_unverified,"sole investigational candidate identified (grape seed polyphenolic extract, resveratrol); not yet confirmed via official pipeline",False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT04289402,Individualized Brain Stimulation to Improve Mobility in Alzheimer's Disease,NA,Non-Drug/Behavioral,Other,Active,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT05292560,The Effectiveness of a Positive Psychology App in the General Population,NA,Non-Drug/Behavioral,Other,Trial Completed,False,Training in positivity,training in positivity,investigational_therapeutic_unverified,sole investigational candidate identified (Training in positivity); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT05518968,Videoconferencing Acceptance and Commitment Therapy With a Web App Use for Family Caregivers of People With Dementia,NA,Non-Drug/Behavioral,Other,Discontinued,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT01374438,"3-month Study of MSDC-0160 Effects on Brain Glucose Utilization, Cognition & Safety in Subjects With Alzheimer's Disease",Phase 2,Small Molecule,Metabolism,Trial Completed,False,MSDC-0160,msdc 0160,investigational_therapeutic_unverified,sole investigational candidate identified (MSDC-0160); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT03175874,Autophagy and Pathological Aging,NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT06850597,Efficacy and Safety of Dimethyl Fumarate Among Patients with Mild Cognitive Impairment and Dementia Due to Alzheimer's Disease,Phase 2,Small Molecule,Other,Active,False,dimethyl fumarate,dimethyl fumarate,investigational_therapeutic_unverified,sole investigational candidate identified (dimethyl fumarate); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
