NCT Number,Sponsor,Study Title,intervention_type,intervention_name,normalized_name,classification,classification_reason,official_pipeline_match,matched_pipeline_drug,official_source_url,verification_status,confidence,needs_manual_review,pipeline_scope,scope_reason,scope_method,scope_confidence,manual_review_required,diagnostic_subtype
NCT02978768,Chang Gung Memorial Hospital,Tai Chi 6-Form Sports Apparatus With Alzheimer's Disease,OTHER,Exercise,exercise,behavioral,intervention type or name indicates a behavioral/non-drug activity,False,,,not_applicable,high,False,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,
NCT02978768,Chang Gung Memorial Hospital,Tai Chi 6-Form Sports Apparatus With Alzheimer's Disease,DEVICE,Computer-based cognitive training,computer based cognitive training,device,intervention type is DEVICE,False,,,not_applicable,high,False,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,
NCT02978768,Chang Gung Memorial Hospital,Tai Chi 6-Form Sports Apparatus With Alzheimer's Disease,DEVICE,Physico-Mental rehabilitation Wii,physico mental rehabilitation wii,device,intervention type is DEVICE,False,,,not_applicable,high,False,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,
NCT02168920,"Otsuka Pharmaceutical Co., Ltd.",Aripiprazole for the Treatment of Patients With Agitation Associated With Dementia of the Alzheimer's Type,DRUG,2 mg/day,2 mg day,uncertain,"no pipeline match, not a recognized development-code pattern or known compound, and not an approved background medicine; multiple unresolved therapeutic candidates in this trial",False,,,no_match,low,True,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,True,
NCT02168920,"Otsuka Pharmaceutical Co., Ltd.",Aripiprazole for the Treatment of Patients With Agitation Associated With Dementia of the Alzheimer's Type,DRUG,3 mg/day,3 mg day,uncertain,"no pipeline match, not a recognized development-code pattern or known compound, and not an approved background medicine; multiple unresolved therapeutic candidates in this trial",False,,,no_match,low,True,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,True,
NCT02168920,"Otsuka Pharmaceutical Co., Ltd.",Aripiprazole for the Treatment of Patients With Agitation Associated With Dementia of the Alzheimer's Type,DRUG,6 mg/day,6 mg day,uncertain,"no pipeline match, not a recognized development-code pattern or known compound, and not an approved background medicine; multiple unresolved therapeutic candidates in this trial",False,,,no_match,low,True,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,True,
NCT02168920,"Otsuka Pharmaceutical Co., Ltd.",Aripiprazole for the Treatment of Patients With Agitation Associated With Dementia of the Alzheimer's Type,DRUG,Placebo (0 mg/day),placebo 0 mg day,placebo_or_sham,name indicates a placebo/sham/vehicle-control arm,False,,,not_applicable,high,False,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,
NCT06014424,Sunnybrook Health Sciences Centre,Cannabidiol Medication Intervention Trial,DRUG,CBD,cbd,investigational_therapeutic_unverified,"sole plausible therapeutic candidate in this trial (all other interventions are placebo/diagnostic/procedural/device/behavioral), but lacks an official sponsor-pipeline match",False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT06014424,Sunnybrook Health Sciences Centre,Cannabidiol Medication Intervention Trial,OTHER,Placebo,placebo,placebo_or_sham,name indicates a placebo/sham/vehicle-control arm,False,,,not_applicable,high,False,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,
NCT03944460,Prof. Dr. Dieter Willbold,SAD Phase I Study (First-in-human) to Investigate Contraloid Acetate,DRUG,Contraloid,contraloid,investigational_therapeutic_unverified,"sole plausible therapeutic candidate in this trial (all other interventions are placebo/diagnostic/procedural/device/behavioral), but lacks an official sponsor-pipeline match",False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT07066826,"Wanbangde Pharmaceutical Group Co., LTD",Clinical Study to Evaluate the Efficacy and Safety of Huperzine A Controlled-Release Tablets in Patients With Mild-to-Moderate Dementia of the Alzheimer's Type,DRUG,Huperzine A Controlled-Release Tablets,huperzine a controlled release tablets,investigational_therapeutic_unverified,no confirmed pipeline match; name resembles a sponsor development code or matches a known investigational compound list,False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT07066826,"Wanbangde Pharmaceutical Group Co., LTD",Clinical Study to Evaluate the Efficacy and Safety of Huperzine A Controlled-Release Tablets in Patients With Mild-to-Moderate Dementia of the Alzheimer's Type,DRUG,Donepezil hydrochloride tablets,donepezil hydrochloride tablets,comparator_or_background_therapy,approved Alzheimer's medicine used alongside a likely investigational candidate in the same trial,False,,,no_match,medium,False,Placebo or Comparator,"approved background/comparator therapy, not the trial's studied candidate",rule_classification,medium,False,
NCT07066826,"Wanbangde Pharmaceutical Group Co., LTD",Clinical Study to Evaluate the Efficacy and Safety of Huperzine A Controlled-Release Tablets in Patients With Mild-to-Moderate Dementia of the Alzheimer's Type,DRUG,Huperzine A controlled-release tablets placebo; Donepezil hydrochloride tablets placebo,huperzine a controlled release tablets placebo donepezil hydrochloride tablets placebo,placebo_or_sham,name indicates a placebo/sham/vehicle-control arm,False,,,not_applicable,high,False,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,
NCT02908815,University of Manitoba,Investigating the Effect of Repetitive Transcranial Magnetic Stimulation (rTMS) as a Treatment for Alzheimer's Disease,DEVICE,rTMS active treatment,rtms active treatment,device,intervention type is DEVICE,False,,,not_applicable,high,False,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,
NCT02908815,University of Manitoba,Investigating the Effect of Repetitive Transcranial Magnetic Stimulation (rTMS) as a Treatment for Alzheimer's Disease,DEVICE,rTMS sham treatment,rtms sham treatment,placebo_or_sham,name indicates a placebo/sham/vehicle-control arm,False,,,not_applicable,high,False,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,
NCT07170150,Hoffmann-La Roche,A Clinical Trial of Trontinemab in Participants With Early Symptomatic Alzheimer's Disease,DRUG,Trontinemab,trontinemab,investigational_therapeutic_unverified,no confirmed pipeline match; name resembles a sponsor development code or matches a known investigational compound list,False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT07170150,Hoffmann-La Roche,A Clinical Trial of Trontinemab in Participants With Early Symptomatic Alzheimer's Disease,OTHER,Placebo,placebo,placebo_or_sham,name indicates a placebo/sham/vehicle-control arm,False,,,not_applicable,high,False,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,
NCT05296980,University of Coimbra,Validation of the REMINDER Dementia Risk Reduction Program,BEHAVIORAL,REMINDER,reminder,behavioral,intervention type or name indicates a behavioral/non-drug activity,False,,,not_applicable,high,False,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,
NCT05296980,University of Coimbra,Validation of the REMINDER Dementia Risk Reduction Program,BEHAVIORAL,Brain health Psychoeducation,brain health psychoeducation,behavioral,intervention type or name indicates a behavioral/non-drug activity,False,,,not_applicable,high,False,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,
NCT03828747,"Genentech, Inc.",A Study of Semorinemab in Patients With Moderate Alzheimer's Disease,DRUG,Semorinemab,semorinemab,investigational_therapeutic_unverified,no confirmed pipeline match; name resembles a sponsor development code or matches a known investigational compound list,False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT03828747,"Genentech, Inc.",A Study of Semorinemab in Patients With Moderate Alzheimer's Disease,DRUG,Placebo,placebo,placebo_or_sham,name indicates a placebo/sham/vehicle-control arm,False,,,not_applicable,high,False,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,
NCT03828747,"Genentech, Inc.",A Study of Semorinemab in Patients With Moderate Alzheimer's Disease,DRUG,[18F]GTP1,18f gtp1,diagnostic_or_imaging_agent,matches a curated diagnostic/imaging tracer name,False,,,not_applicable,high,False,Diagnostic Agent,matches a curated diagnostic/imaging tracer name,rule_classification,high,False,Tau PET tracer
NCT01638949,"University Hospital, Caen",Multi-modal Neuroimaging in Alzheimer's Disease IMAP+,BEHAVIORAL,Memory assessment,memory assessment,behavioral,intervention type or name indicates a behavioral/non-drug activity,False,,,not_applicable,high,False,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,
NCT01638949,"University Hospital, Caen",Multi-modal Neuroimaging in Alzheimer's Disease IMAP+,BIOLOGICAL,Circulating biomarkers measure,circulating biomarkers measure,uncertain,"no pipeline match, not a recognized development-code pattern or known compound, and not an approved background medicine; multiple unresolved therapeutic candidates in this trial",False,,,no_match,low,True,Exclude,"generic diagnostic/biomarker test description (e.g. Blood Test, CSF Biomarkers) — never a canonical drug name",rule_keyword,high,False,
NCT01638949,"University Hospital, Caen",Multi-modal Neuroimaging in Alzheimer's Disease IMAP+,GENETIC,ApoE4,apoe4,uncertain,"no pipeline match, not a recognized development-code pattern or known compound, and not an approved background medicine; multiple unresolved therapeutic candidates in this trial",False,,,no_match,low,True,Needs Review,GENETIC intervention type with no clear evidence of gene therapy vs. genetic testing/genotyping,rule_type,low,True,
NCT01638949,"University Hospital, Caen",Multi-modal Neuroimaging in Alzheimer's Disease IMAP+,OTHER,Brain imaging examination MRI and PET examinations,brain imaging examination mri and pet examinations,procedure,intervention type or name indicates a clinical procedure or imaging exam,False,,,not_applicable,high,False,Non-Drug Intervention,clinical procedure or imaging exam,rule_type,high,False,
NCT00657813,Institute for Neurodegenerative Disorders,Evaluation of [123I] MNI-330 and SPECT as a Marker of Beta-amyloid Protein Deposition,DRUG,MNI-330 as a brain SPECT tracer of Beta-Amyloid,mni 330 as a brain spect tracer of beta amyloid,diagnostic_or_imaging_agent,matches a curated diagnostic/imaging tracer name,False,,,not_applicable,high,False,Diagnostic Agent,matches a curated diagnostic/imaging tracer name,rule_classification,high,False,Amyloid PET tracer
NCT01982578,Fundación para la Investigación del Hospital Clínico de Valencia,Genistein as a Possible Treatment for Alzheimer's Disease.,DIETARY_SUPPLEMENT,Genistein,genistein,investigational_therapeutic_unverified,"sole plausible therapeutic candidate in this trial (all other interventions are placebo/diagnostic/procedural/device/behavioral), but lacks an official sponsor-pipeline match",False,,,no_match,medium,True,Non-Drug Intervention,dietary supplement / nutraceutical — excluded from the default therapeutic view unless curated as a genuine investigational program (data/reference/intervention_scope_overrides.csv),rule_type,medium,False,
NCT01982578,Fundación para la Investigación del Hospital Clínico de Valencia,Genistein as a Possible Treatment for Alzheimer's Disease.,OTHER,Placebo,placebo,placebo_or_sham,name indicates a placebo/sham/vehicle-control arm,False,,,not_applicable,high,False,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,
NCT00870974,Institute for Neurodegenerative Disorders,A PET Brain Imaging Study of mGluR5 in Subjects With Neuropsychiatric Conditions,DRUG,[18F]FPEB,18f fpeb,investigational_therapeutic_unverified,"sole plausible therapeutic candidate in this trial (all other interventions are placebo/diagnostic/procedural/device/behavioral), but lacks an official sponsor-pipeline match",False,,,no_match,medium,True,Diagnostic Agent,isotope-labeled tracer name (18F/11C-style notation) combined with diagnostic study context (ClinicalTrials.gov Primary Purpose: DIAGNOSTIC and/or explicit PET/SPECT/radioligand/imaging wording in the trial's title or brief summary),rule_keyword,high,False,PET tracer
NCT00319891,Posit Science Corporation,Computer-Based Training for Mild Alzheimer's Disease,PROCEDURE,Computer-based Cognitive Training,computer based cognitive training,procedure,intervention type or name indicates a clinical procedure or imaging exam,False,,,not_applicable,high,False,Non-Drug Intervention,clinical procedure or imaging exam,rule_type,high,False,
NCT03112096,Asan Foundation,A Phase I [18F]THK-5351 Positron Emission Tomography Study in Healthy Subjects and Alzheimer's Disease,DRUG,[18F]THK-5351,18f thk 5351,diagnostic_or_imaging_agent,matches a curated diagnostic/imaging tracer name,False,,,not_applicable,high,False,Diagnostic Agent,matches a curated diagnostic/imaging tracer name,rule_classification,high,False,PET tracer
NCT05543681,"IGC Pharma, LLC",Clinical Trial on Agitation in Alzheimer's Dementia,DRUG,IGC-AD1-Active,igc ad1 active,investigational_therapeutic_unverified,"sole plausible therapeutic candidate in this trial (all other interventions are placebo/diagnostic/procedural/device/behavioral), but lacks an official sponsor-pipeline match",False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT05543681,"IGC Pharma, LLC",Clinical Trial on Agitation in Alzheimer's Dementia,DRUG,IGC-AD1-Placebo,igc ad1 placebo,placebo_or_sham,name indicates a placebo/sham/vehicle-control arm,False,,,not_applicable,high,False,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,
NCT07222605,eQ8Health Corporation d/b/a CareONE Concierge,Research Study for Patients With Neurological Diseases Which Evaluates the Patient Experience of the MemorEM Device,DEVICE,MemorEM,memorem,device,intervention type is DEVICE,False,,,not_applicable,high,False,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,
NCT06384573,Washington University School of Medicine,DIAN-TU Amyloid Removal Trial (ART) in Dominantly Inherited Alzheimer's Disease,DRUG,lecanemab,lecanemab,investigational_therapeutic_unverified,no confirmed pipeline match; name resembles a sponsor development code or matches a known investigational compound list,False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT04423783,Anke Haberkamp,Gamification in the Treatment of Spider Phobia,BEHAVIORAL,"7-day exposure therapy via self-developed app according to (Haberkamp et al., submitted)",7 day exposure therapy via self developed app according to haberkamp et al submitted,behavioral,intervention type or name indicates a behavioral/non-drug activity,False,,,not_applicable,high,False,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,
NCT04423783,Anke Haberkamp,Gamification in the Treatment of Spider Phobia,BEHAVIORAL,"Therapist-guided one-session online exposure therapy according to (Öst, 1989)",therapist guided one session online exposure therapy according to st 1989,behavioral,intervention type or name indicates a behavioral/non-drug activity,False,,,not_applicable,high,False,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,
NCT01880151,"Institut National de la Santé Et de la Recherche Médicale, France",Neuroelectrical Biomarkers for Alzheimer's Disease Stages,DEVICE,EEG,eeg,device,intervention type is DEVICE,False,,,not_applicable,high,False,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,
NCT05478031,reMYND,A Phase 2a Study to Investigate REM0046127 in Mild to Moderate Alzheimer's Disease,DRUG,REM0046127 High Dose,rem0046127 high dose,uncertain,"no pipeline match, not a recognized development-code pattern or known compound, and not an approved background medicine; multiple unresolved therapeutic candidates in this trial",False,,,no_match,low,True,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,True,
NCT05478031,reMYND,A Phase 2a Study to Investigate REM0046127 in Mild to Moderate Alzheimer's Disease,DRUG,REM0046127 Low Dose,rem0046127 low dose,uncertain,"no pipeline match, not a recognized development-code pattern or known compound, and not an approved background medicine; multiple unresolved therapeutic candidates in this trial",False,,,no_match,low,True,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,True,
NCT05478031,reMYND,A Phase 2a Study to Investigate REM0046127 in Mild to Moderate Alzheimer's Disease,DRUG,Placebo,placebo,placebo_or_sham,name indicates a placebo/sham/vehicle-control arm,False,,,not_applicable,high,False,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,
NCT04947553,"Axsome Therapeutics, Inc.",A Study to Assess the Long-term Safety and Efficacy of AXS-05 in Subjects With Alzheimer's Disease Agitation,DRUG,AXS-05 (dextromethorphan-bupropion),axs 05 dextromethorphan bupropion,investigational_therapeutic_unverified,"sole plausible therapeutic candidate in this trial (all other interventions are placebo/diagnostic/procedural/device/behavioral), but lacks an official sponsor-pipeline match",False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT04947553,"Axsome Therapeutics, Inc.",A Study to Assess the Long-term Safety and Efficacy of AXS-05 in Subjects With Alzheimer's Disease Agitation,DRUG,Placebo,placebo,placebo_or_sham,name indicates a placebo/sham/vehicle-control arm,False,,,not_applicable,high,False,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,
NCT02185053,"Chase Pharmaceuticals Corporation, an affiliate of Allergan plc",A Phase II Study of CPC-201 to Treat Alzheimer's Disease Type Dementia,DRUG,CPC-201,cpc 201,investigational_therapeutic_unverified,no confirmed pipeline match; name resembles a sponsor development code or matches a known investigational compound list,False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT06831812,"Nuravax, Inc.",Phase I Clinical Study of AV-1959R: Abeta-targeting Anti-Alzheimer's Vaccine,BIOLOGICAL,AV-1959R (Abeta vaccine),av 1959r abeta vaccine,investigational_therapeutic_unverified,"sole plausible therapeutic candidate in this trial (all other interventions are placebo/diagnostic/procedural/device/behavioral), but lacks an official sponsor-pipeline match",False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT06035666,Erasmus Medical Center,REducing Stress and Improving professionaLs' vItality Using innovativE iNtervenTions,OTHER,Your World,your world,investigational_therapeutic_unverified,"sole plausible therapeutic candidate in this trial (all other interventions are placebo/diagnostic/procedural/device/behavioral), but lacks an official sponsor-pipeline match",False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT06035666,Erasmus Medical Center,REducing Stress and Improving professionaLs' vItality Using innovativE iNtervenTions,OTHER,Control app,control app,behavioral,name indicates a neuromodulation/digital/educational/exercise/observational-monitoring non-drug activity or device,False,,,not_applicable,high,False,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,
NCT02709356,Université de Sherbrooke,Medium Chain Triglycerides and Brain Metabolism in Alzheimer's Disease,DIETARY_SUPPLEMENT,1-month of 60-40 MCT oil,1 month of 60 40 mct oil,uncertain,"no pipeline match, not a recognized development-code pattern or known compound, and not an approved background medicine; multiple unresolved therapeutic candidates in this trial",False,,,no_match,low,True,Non-Drug Intervention,dietary supplement / nutraceutical — excluded from the default therapeutic view unless curated as a genuine investigational program (data/reference/intervention_scope_overrides.csv),rule_type,medium,False,
NCT02709356,Université de Sherbrooke,Medium Chain Triglycerides and Brain Metabolism in Alzheimer's Disease,DIETARY_SUPPLEMENT,1-month of C8 MCT oil,1 month of c8 mct oil,uncertain,"no pipeline match, not a recognized development-code pattern or known compound, and not an approved background medicine; multiple unresolved therapeutic candidates in this trial",False,,,no_match,low,True,Non-Drug Intervention,dietary supplement / nutraceutical — excluded from the default therapeutic view unless curated as a genuine investigational program (data/reference/intervention_scope_overrides.csv),rule_type,medium,False,
NCT05827653,Axoltis Pharma,MAD Study of NX210c,DRUG,NX210c,nx210c,investigational_therapeutic_unverified,no confirmed pipeline match; name resembles a sponsor development code or matches a known investigational compound list,False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT05827653,Axoltis Pharma,MAD Study of NX210c,DRUG,Placebo,placebo,placebo_or_sham,name indicates a placebo/sham/vehicle-control arm,False,,,not_applicable,high,False,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,
NCT06114745,Atridia Pty Ltd.,A Trial of SHR-1707 Infusion in Patients With Mild Cognitive Impairment Due to Alzheimer's Disease and Mild Alzheimer's Disease,DRUG,SHR-1707 injection,shr 1707 injection,investigational_therapeutic_unverified,no confirmed pipeline match; name resembles a sponsor development code or matches a known investigational compound list,False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT06114745,Atridia Pty Ltd.,A Trial of SHR-1707 Infusion in Patients With Mild Cognitive Impairment Due to Alzheimer's Disease and Mild Alzheimer's Disease,DRUG,Placebo,placebo,placebo_or_sham,name indicates a placebo/sham/vehicle-control arm,False,,,not_applicable,high,False,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,
NCT00469456,Forest Laboratories,Effect of Memantine on Functional Communication in Patients With Alzheimer's Disease,DRUG,Memantine,memantine,investigational_therapeutic_unverified,"only non-placebo therapeutic in the trial; approved Alzheimer's medicine with no combination partner found, so it may be the treatment under study",False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT00469456,Forest Laboratories,Effect of Memantine on Functional Communication in Patients With Alzheimer's Disease,DRUG,placebo,placebo,placebo_or_sham,name indicates a placebo/sham/vehicle-control arm,False,,,not_applicable,high,False,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,
NCT04516057,Sunnybrook Health Sciences Centre,Nabilone for Agitation Blinded Intervention Trial,DRUG,Nabilone,nabilone,investigational_therapeutic_unverified,"sole plausible therapeutic candidate in this trial (all other interventions are placebo/diagnostic/procedural/device/behavioral), but lacks an official sponsor-pipeline match",False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT04516057,Sunnybrook Health Sciences Centre,Nabilone for Agitation Blinded Intervention Trial,OTHER,Placebo,placebo,placebo_or_sham,name indicates a placebo/sham/vehicle-control arm,False,,,not_applicable,high,False,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,
NCT01958437,VA Office of Research and Development,Enhancing Spatial Navigation Using Non-Invasive Brain Stimulation,DEVICE,Transcranial direct current stimulation (tDCS),transcranial direct current stimulation tdcs,device,intervention type is DEVICE,False,,,not_applicable,high,False,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,
NCT04858737,The Mediterranean Institute for the Advance of Biotechnology and Health Research,Personalized Prevention of Depression in the Workplace (e-pD-Work),BEHAVIORAL,e-predictD-Work intervention,e predictd work intervention,behavioral,intervention type or name indicates a behavioral/non-drug activity,False,,,not_applicable,high,False,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,
NCT04858737,The Mediterranean Institute for the Advance of Biotechnology and Health Research,Personalized Prevention of Depression in the Workplace (e-pD-Work),OTHER,Brief psychoeducational messages,brief psychoeducational messages,behavioral,name indicates a neuromodulation/digital/educational/exercise/observational-monitoring non-drug activity or device,False,,,not_applicable,high,False,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,
NCT05584241,University of Michigan,Behavioral Change Following Alzheimer's Disease (AD) Biomarker Disclosure,BEHAVIORAL,Diagnostic Disclosure Protocol,diagnostic disclosure protocol,behavioral,intervention type or name indicates a behavioral/non-drug activity,False,,,not_applicable,high,False,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,
NCT05584241,University of Michigan,Behavioral Change Following Alzheimer's Disease (AD) Biomarker Disclosure,BEHAVIORAL,Biomarker Disclosure Protocol,biomarker disclosure protocol,behavioral,intervention type or name indicates a behavioral/non-drug activity,False,,,not_applicable,high,False,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,
NCT01699503,Indiana University,Indiana University Dementia Screening Trial,BEHAVIORAL,Collaborative Dementia Care Program,collaborative dementia care program,behavioral,intervention type or name indicates a behavioral/non-drug activity,False,,,not_applicable,high,False,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,
NCT00551161,Northwell Health,Magnetic Resonance Spectroscopy Study of Memantine in Alzheimer's Disease,DRUG,memantine,memantine,investigational_therapeutic_unverified,"only non-placebo therapeutic in the trial; approved Alzheimer's medicine with no combination partner found, so it may be the treatment under study",False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT05422339,"MapHabit, Inc.",Efficacy of Gamification in Enhancing User Engagement,DEVICE,The MapHabit system (MHS),the maphabit system mhs,device,intervention type is DEVICE,False,,,not_applicable,high,False,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,
NCT01825577,St. Louis University,Exploring the Use of Transdermal Methylphenidate to Reduce Fall Risk in Patients With Dementia.,DRUG,Transdermal Methylphenidate,transdermal methylphenidate,investigational_therapeutic_unverified,"sole plausible therapeutic candidate in this trial (all other interventions are placebo/diagnostic/procedural/device/behavioral), but lacks an official sponsor-pipeline match",False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT04009629,University of Kansas Medical Center,Dementia Risk and Dynamic Response to Exercise,BEHAVIORAL,Moderate Intensity Aerobic Exercise,moderate intensity aerobic exercise,behavioral,intervention type or name indicates a behavioral/non-drug activity,False,,,not_applicable,high,False,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,
NCT07764146,Voyager Therapeutics,An Open Label Dose Escalation Study of VY1706 in Participants With Early Alzheimer's Disease,DRUG,VY1706 Low dose,vy1706 low dose,uncertain,"no pipeline match, not a recognized development-code pattern or known compound, and not an approved background medicine; multiple unresolved therapeutic candidates in this trial",False,,,no_match,low,True,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,True,
NCT07764146,Voyager Therapeutics,An Open Label Dose Escalation Study of VY1706 in Participants With Early Alzheimer's Disease,DRUG,VY1706 Mid dose,vy1706 mid dose,uncertain,"no pipeline match, not a recognized development-code pattern or known compound, and not an approved background medicine; multiple unresolved therapeutic candidates in this trial",False,,,no_match,low,True,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,True,
NCT07764146,Voyager Therapeutics,An Open Label Dose Escalation Study of VY1706 in Participants With Early Alzheimer's Disease,DRUG,VY1706 High Dose,vy1706 high dose,uncertain,"no pipeline match, not a recognized development-code pattern or known compound, and not an approved background medicine; multiple unresolved therapeutic candidates in this trial",False,,,no_match,low,True,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,True,
NCT07764146,Voyager Therapeutics,An Open Label Dose Escalation Study of VY1706 in Participants With Early Alzheimer's Disease,DEVICE,Anti-AAV9 Total Antibody (TAb) Assay,anti aav9 total antibody tab assay,device,intervention type is DEVICE,False,,,not_applicable,high,False,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,
NCT03008161,"Proclara Biosciences, Inc.",Multiple Dose Safety Study of NPT088 in Patients With Mild to Moderate Probable Alzheimer's Disease,DRUG,NPT088,npt088,investigational_therapeutic_unverified,no confirmed pipeline match; name resembles a sponsor development code or matches a known investigational compound list,False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT03008161,"Proclara Biosciences, Inc.",Multiple Dose Safety Study of NPT088 in Patients With Mild to Moderate Probable Alzheimer's Disease,DRUG,Placebo,placebo,placebo_or_sham,name indicates a placebo/sham/vehicle-control arm,False,,,not_applicable,high,False,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,
NCT04322461,Université de Sherbrooke,"Effect of Exercise, Endocannabinoids and Ketones on Cerebral Metabolism in a Cognitive Disorders Population",DIETARY_SUPPLEMENT,Betaquik MCT supplement,betaquik mct supplement,investigational_therapeutic_unverified,"sole plausible therapeutic candidate in this trial (all other interventions are placebo/diagnostic/procedural/device/behavioral), but lacks an official sponsor-pipeline match",False,,,no_match,medium,True,Non-Drug Intervention,dietary supplement / nutraceutical — excluded from the default therapeutic view unless curated as a genuine investigational program (data/reference/intervention_scope_overrides.csv),rule_type,medium,False,
